item,itemID,type,choices,complexity_category,definition,gloss
windy,item_1053,DESCRIPTIVE WORDS,produces; doesn't produce,,windy,windy
gearr,item_1054,DESCRIPTIVE WORDS,produces; doesn't produce,,gearr,windy
short,item_1055,DESCRIPTIVE WORDS,produces; doesn't produce,,short,short
glan,item_1056,DESCRIPTIVE WORDS,produces; doesn't produce,,glan,short
clean,item_1057,DESCRIPTIVE WORDS,produces; doesn't produce,,clean,clean
glas,item_1058,DESCRIPTIVE WORDS,produces; doesn't produce,,glas_uaine,clean
green,item_1059,DESCRIPTIVE WORDS,produces; doesn't produce,,green,green
gleoite,item_1060,DESCRIPTIVE WORDS,produces; doesn't produce,,gleoite,green
pretty,item_1061,DESCRIPTIVE WORDS,produces; doesn't produce,,pretty,pretty
glic,item_1062,DESCRIPTIVE WORDS,produces; doesn't produce,,glic_cliste,pretty
clever,item_1063,DESCRIPTIVE WORDS,produces; doesn't produce,,clever,clever
imithe,item_1064,DESCRIPTIVE WORDS,produces; doesn't produce,,imithe,clever
(all)gone,item_1065,DESCRIPTIVE WORDS,produces; doesn't produce,,(all)gone,(all)gone
mall,item_1066,DESCRIPTIVE WORDS,produces; doesn't produce,,mall,(all)gone
slow,item_1067,DESCRIPTIVE WORDS,produces; doesn't produce,,slow,slow
míshlachtmhar,item_1068,DESCRIPTIVE WORDS,produces; doesn't produce,,míshlachtmhar,slow
messy,item_1069,DESCRIPTIVE WORDS,produces; doesn't produce,,messy,messy
mór,item_1070,DESCRIPTIVE WORDS,produces; doesn't produce,,mór,messy
big,item_1071,DESCRIPTIVE WORDS,produces; doesn't produce,,big,big
nua,item_1072,DESCRIPTIVE WORDS,produces; doesn't produce,,nua,big
new,item_1073,DESCRIPTIVE WORDS,produces; doesn't produce,,new,new
ocrach,item_1074,DESCRIPTIVE WORDS,produces; doesn't produce,,ocrach,new
hungry,item_1075,DESCRIPTIVE WORDS,produces; doesn't produce,,hungry,hungry
oráiste,item_1076,DESCRIPTIVE WORDS,produces; doesn't produce,,oráiste,hungry
orange,item_1077,DESCRIPTIVE WORDS,produces; doesn't produce,,orange,orange
ramhar,item_1078,DESCRIPTIVE WORDS,produces; doesn't produce,,ramhar,orange
fat,item_1079,DESCRIPTIVE WORDS,produces; doesn't produce,,fat,fat
salach,item_1080,DESCRIPTIVE WORDS,produces; doesn't produce,,salach,fat
dirty,item_1081,DESCRIPTIVE WORDS,produces; doesn't produce,,dirty,dirty
sean,item_1082,DESCRIPTIVE WORDS,produces; doesn't produce,,sean,dirty
old,item_1083,DESCRIPTIVE WORDS,produces; doesn't produce,,old,old
sona,item_1084,DESCRIPTIVE WORDS,produces; doesn't produce,,sona_sásta,old
happy,item_1085,DESCRIPTIVE WORDS,produces; doesn't produce,,happy,happy
tapa,item_1086,DESCRIPTIVE WORDS,produces; doesn't produce,,tapa_sciobtha,happy
fast,item_1087,DESCRIPTIVE WORDS,produces; doesn't produce,,fast,fast
tartmhar,item_1088,DESCRIPTIVE WORDS,produces; doesn't produce,,tartmhar,fast
thirsty,item_1089,DESCRIPTIVE WORDS,produces; doesn't produce,,thirsty,thirsty
te,item_1090,DESCRIPTIVE WORDS,produces; doesn't produce,,te,thirsty
hot,item_1091,DESCRIPTIVE WORDS,produces; doesn't produce,,hot,hot
tinn,item_1092,DESCRIPTIVE WORDS,produces; doesn't produce,,tinn_breoite,hot
sick,item_1093,DESCRIPTIVE WORDS,produces; doesn't produce,,sick,sick
tirim,item_1094,DESCRIPTIVE WORDS,produces; doesn't produce,,tirim,sick
dry,item_1095,DESCRIPTIVE WORDS,produces; doesn't produce,,dry,dry
trom,item_1096,DESCRIPTIVE WORDS,produces; doesn't produce,,trom,dry
heavy,item_1097,DESCRIPTIVE WORDS,produces; doesn't produce,,heavy,heavy
tuirseach,item_1098,DESCRIPTIVE WORDS,produces; doesn't produce,,tuirseach_traochta,heavy
tired,item_1099,DESCRIPTIVE WORDS,produces; doesn't produce,,tired,tired
uafásach,item_1100,DESCRIPTIVE WORDS,produces; doesn't produce,,uafásach_gohainnis,tired
yucky,item_1101,DESCRIPTIVE WORDS,produces; doesn't produce,,yucky,yucky
ullamh,item_1102,DESCRIPTIVE WORDS,produces; doesn't produce,,ullamh_réidh,yucky
ready,item_1103,DESCRIPTIVE WORDS,produces; doesn't produce,,ready,ready
am,item_1104,WORDS ABOUT TIME,produces; doesn't produce,,am,ready
time,item_1105,WORDS ABOUT TIME,produces; doesn't produce,,time,time
amárach,item_1106,WORDS ABOUT TIME,produces; doesn't produce,,amárach,time
tomorrow,item_1107,WORDS ABOUT TIME,produces; doesn't produce,,tomorrow,tomorrow
anocht,item_1108,WORDS ABOUT TIME,produces; doesn't produce,,anocht,tomorrow
tonight,item_1109,WORDS ABOUT TIME,produces; doesn't produce,,tonight,tonight
anois,item_1110,WORDS ABOUT TIME,produces; doesn't produce,,anois,tonight
now,item_1111,WORDS ABOUT TIME,produces; doesn't produce,,now,now
arball,item_1112,WORDS ABOUT TIME,produces; doesn't produce,,arball_niosdéanaí,now
later,item_1113,WORDS ABOUT TIME,produces; doesn't produce,,later,later
inné,item_1114,WORDS ABOUT TIME,produces; doesn't produce,,inné,later
yesterday,item_1115,WORDS ABOUT TIME,produces; doesn't produce,,yesterday,yesterday
inniu,item_1116,WORDS ABOUT TIME,produces; doesn't produce,,inniu,yesterday
today,item_1117,WORDS ABOUT TIME,produces; doesn't produce,,today,today
lá,item_1118,WORDS ABOUT TIME,produces; doesn't produce,,lá,today
day,item_1119,WORDS ABOUT TIME,produces; doesn't produce,,day,day
maidin,item_1120,WORDS ABOUT TIME,produces; doesn't produce,,maidin,day
morning,item_1121,WORDS ABOUT TIME,produces; doesn't produce,,morning,morning
oíche,item_1122,WORDS ABOUT TIME,produces; doesn't produce,,oíche,morning
night,item_1123,WORDS ABOUT TIME,produces; doesn't produce,,night,night
taréis,item_1124,WORDS ABOUT TIME,produces; doesn't produce,,taréis,after
after,item_1125,WORDS ABOUT TIME,produces; doesn't produce,,after,after
tráthnóna,item_1126,WORDS ABOUT TIME,produces; doesn't produce,,tráthnóna,afternoon
afternoon,item_1127,WORDS ABOUT TIME,produces; doesn't produce,,afternoon,afternoon
a,item_1128,PRONOUNS ,produces; doesn't produce,,a,a
his,item_1129,PRONOUNS ,produces; doesn't produce,,his,his
her,item_1130,PRONOUNS ,produces; doesn't produce,,her,her
their,item_1131,PRONOUNS ,produces; doesn't produce,,their,their
ár,item_1132,PRONOUNS ,produces; doesn't produce,,ár,our
our,item_1133,PRONOUNS ,produces; doesn't produce,,our,our
ceann,item_1134,PRONOUNS ,produces; doesn't produce,,ceann,one
one,item_1135,PRONOUNS ,produces; doesn't produce,,one,one
do,item_1136,PRONOUNS ,produces; doesn't produce,,do,do
yoursg,item_1137,PRONOUNS ,produces; doesn't produce,,your,your
é,item_1138,PRONOUNS ,produces; doesn't produce,,é_eisean,it(m)
it(m),item_1139,PRONOUNS ,produces; doesn't produce,,it(m),it(m)
féin,item_1140,PRONOUNS ,produces; doesn't produce,,féin,(my)self
(my)self,item_1141,PRONOUNS ,produces; doesn't produce,,(my)self,(my)self
í,item_1142,PRONOUNS ,produces; doesn't produce,,í_ise,she
she,item_1143,PRONOUNS ,produces; doesn't produce,,she,she
her,item_1144,PRONOUNS ,produces; doesn't produce,,her_A,her
it,item_1145,PRONOUNS ,produces; doesn't produce,,it,it
iad,item_1146,PRONOUNS ,produces; doesn't produce,,iad_iadsan,they
they,item_1147,PRONOUNS ,produces; doesn't produce,,they,they
them,item_1148,PRONOUNS ,produces; doesn't produce,,them,them
mé,item_1149,PRONOUNS ,produces; doesn't produce,,mé,me
me,item_1150,PRONOUNS ,produces; doesn't produce,,me,me
miseie,item_1151,PRONOUNS ,produces; doesn't produce,,miseie,miseie
mo,item_1152,PRONOUNS ,produces; doesn't produce,,mo,my
my,item_1153,PRONOUNS ,produces; doesn't produce,,my,my
muid,item_1154,PRONOUNS ,produces; doesn't produce,,muid_sinn,we
we,item_1155,PRONOUNS ,produces; doesn't produce,,we_us,we
sé,item_1156,PRONOUNS ,produces; doesn't produce,,sé,he
hesub,item_1157,PRONOUNS ,produces; doesn't produce,,he,he
seo,item_1158,PRONOUNS ,produces; doesn't produce,,seo,this
this,item_1159,PRONOUNS ,produces; doesn't produce,,this,this
sí,item_1160,PRONOUNS ,produces; doesn't produce,,sí,she
shesub,item_1161,PRONOUNS ,produces; doesn't produce,,she,she
siad,item_1162,PRONOUNS ,produces; doesn't produce,,siad,They
they,item_1163,PRONOUNS ,produces; doesn't produce,,they_A,they
sibh,item_1164,PRONOUNS ,produces; doesn't produce,,sibh_sibhse,they
youpl,item_1165,PRONOUNS ,produces; doesn't produce,,youpl,they
sin,item_1166,PRONOUNS ,produces; doesn't produce,,sin_san,that
that,item_1167,PRONOUNS ,produces; doesn't produce,,that,that
tú,item_1168,PRONOUNS ,produces; doesn't produce,,tú,you
you,item_1169,PRONOUNS ,produces; doesn't produce,,you,you
tusa,item_1170,PRONOUNS ,produces; doesn't produce,,tusa,hey you
agam,item_1171,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,agam,at me
agat,item_1172,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,agat,at you 
aige,item_1173,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,aige,at him
aici,item_1174,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,aici,at her
againn,item_1175,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,againn,at us
dom,item_1176,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,dom,to me
duit,item_1177,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,duit,to you
dúinn,item_1178,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,dúinn,to us
liom,item_1179,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,liom,with me
leat,item_1180,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leat,with you
leis,item_1181,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leis,with him
leí,item_1182,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,leí,with her
linn,item_1183,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,linn,with us
orm,item_1184,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,orm,on me
ort,item_1185,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,ort,on you 
air,item_1186,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,air,on him
uirthi,item_1187,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uirthi,on her
orainn,item_1188,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,orainn,on us
díom,item_1189,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,díom,off me
díot,item_1190,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,díot,off you
uaim,item_1191,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uaim,from me
uait,item_1192,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uait,from you 
uaidh,item_1193,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uaidh,from him
uainn,item_1194,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,uainn,from us
cáil,item_1195,QUESTION WORDS,produces; doesn't produce,,cáil_cáháit,where
where,item_1196,QUESTION WORDS,produces; doesn't produce,,where,where
cad,item_1197,QUESTION WORDS,produces; doesn't produce,,cad_céard,what
what,item_1198,QUESTION WORDS,produces; doesn't produce,,what,what
cathain,item_1199,QUESTION WORDS,produces; doesn't produce,,cathain,when
when,item_1200,QUESTION WORDS,produces; doesn't produce,,when,when
cé,item_1201,QUESTION WORDS,produces; doesn't produce,,cé,who
who,item_1202,QUESTION WORDS,produces; doesn't produce,,who,who
céacu,item_1203,QUESTION WORDS,produces; doesn't produce,,céacu_ciacu,which
which,item_1204,QUESTION WORDS,produces; doesn't produce,,which,which
cénfáth,item_1205,QUESTION WORDS,produces; doesn't produce,,cénfáth_cadinathaobh_céncúissrl,why
why,item_1206,QUESTION WORDS,produces; doesn't produce,,why,why
conas,item_1207,QUESTION WORDS,produces; doesn't produce,,conas_cénchaoi,how
how,item_1208,QUESTION WORDS,produces; doesn't produce,,how,how
ag,item_1209,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ag,qt
at,item_1210,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,at,at
áit,item_1211,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,áit,place
place,item_1212,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,place,place
ann,item_1213,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ann,there
there,item_1214,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,there,there
ansin,item_1215,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ansin,there
there(inthatplace),item_1216,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,there(in that place),there(in that place)
anuas,item_1217,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,anuas,downward
downward,item_1218,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,downward,downward
aníos,item_1219,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,aníos,upward
upward,item_1220,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,upward,upward
anseo,item_1221,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,anseo,here
here,item_1222,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,here,here
ar,item_1223,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ar,on
on,item_1224,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,on,on
arbarr,item_1225,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,arbarr_anuasar_inairdear,on top of
ontopof,item_1226,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ontopof,on top of
amach,item_1227,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,amach,out
out,item_1228,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,out,out
as,item_1229,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,as,as
of,item_1230,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,of,of
barr,item_1231,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,barr,top
top,item_1232,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,top,top
bun,item_1233,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,bun,bottom
bottom,item_1234,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,bottom,bottom
cúl,item_1235,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,cúl,behind
behind,item_1236,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,behind,behind
de,item_1237,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,de,off
off,item_1238,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,off,off
do,item_1239,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,do,do
for,item_1240,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,for,for
faoi,item_1241,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,faoi,unde
under,item_1242,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,under,under
chun,item_1243,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,chun_godtí,to
to,item_1244,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,to,to
ibhfad,item_1245,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ibhfad,far
far,item_1246,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,far,far
i,item_1247,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,i_sa,in
in,item_1248,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,in,in
inaice,item_1249,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,inaice,beside
beside,item_1250,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,beside,beside
isteach,item_1251,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,isteach,inside
inside,item_1252,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,inside,inside
lár,item_1253,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,lár,middle
middle,item_1254,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,middle,middle
lasmuigh,item_1255,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,lasmuigh,outside
outside,item_1256,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,outside,outside
le,item_1257,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,le,with
with,item_1258,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,with,with
ó,item_1259,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,ó,from
from,item_1260,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,from,from
síos,item_1261,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,síos_thios,down
down,item_1262,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,down,down
suas,item_1263,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,suas_thuas,up
up,item_1264,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,up,up
taobh,item_1265,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,taobh,side
side,item_1266,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,side,side
thar,item_1267,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,thar_thall,over
over,item_1268,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,over,over
timpeall,item_1269,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,timpeall,round
round,item_1270,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,round,round
transna,item_1271,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,transna,across
across,item_1272,PREPOSITIONS AND LOCATIONS ,produces; doesn't produce,,across,across
a,item_1273,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,a_an,a
alán,item_1274,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,alán_anchuid,alot
alot,item_1275,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,alot,alot
n,item_1276,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,n,the
the,item_1277,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,the,the
ana,item_1278,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,ana,very
very,item_1279,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,very,very
aonceann,item_1280,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,aonceann_rud,any(thing)
any(thing),item_1281,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,any(thing),any(thing)
aon,item_1282,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,aon_amhain,one
one,item_1283,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,one,one
arís,item_1284,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,arís,again
again,item_1285,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,again,again
breis,item_1286,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,breis_tuilleadh,more
more,item_1287,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,more,more
céanna,item_1288,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,céanna,same
same,item_1289,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,same,same
eile,item_1290,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,eile,another
another,item_1291,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,another,another
gach,item_1292,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,gach,each
each,item_1293,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,each,each
gachaon,item_1294,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,gachaon_uile,every
every,item_1295,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,every,every
gan,item_1296,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,gan,none
none,item_1297,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,none,none
mórán,item_1298,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,mórán,many
many,item_1299,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,many,many
na,item_1300,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,na,na
píosa,item_1301,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,píosa,piece
piece,item_1302,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,piece,piece
ró,item_1303,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,ró,too
too,item_1304,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,too,too
roinnt,item_1305,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,roinnt_beagáinín,some
some,item_1306,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,some,some
saghas,item_1307,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,saghas_cineál_sórt,kindof
kindof,item_1308,QUANTIFIERS AND ARTICLES ,produces; doesn't produce,,kindof,kindof
(ag)iarraidh,item_1309,HELPING VERBS,produces; doesn't produce,,(ag)iarraidh,try(to)
try(to),item_1310,HELPING VERBS,produces; doesn't produce,,try(to),try(to)
(is)féidir,item_1311,HELPING VERBS,produces; doesn't produce,,(is)féidir_ábalta,can
can,item_1312,HELPING VERBS,produces; doesn't produce,,can,can
beidh,item_1313,HELPING VERBS,produces; doesn't produce,,beidh,will be
willbe,item_1314,HELPING VERBS,produces; doesn't produce,,willbe,Will be
bhfuil,item_1315,HELPING VERBS,produces; doesn't produce,,bhfuil,Is
bhí,item_1316,HELPING VERBS,produces; doesn't produce,,bhí,was
was,item_1317,HELPING VERBS,produces; doesn't produce,,was,was
bí,item_1318,HELPING VERBS,produces; doesn't produce,,bí,be
be,item_1319,HELPING VERBS,produces; doesn't produce,,be,be
bíonn,item_1320,HELPING VERBS,produces; doesn't produce,,bíonn,am
am,item_1321,HELPING VERBS,produces; doesn't produce,,am,am
caithfidh,item_1322,HELPING VERBS,produces; doesn't produce,,caithfidh,have to 
hafta,item_1323,HELPING VERBS,produces; doesn't produce,,hafta_haveto,have to 
is,item_1324,HELPING VERBS,produces; doesn't produce,,is,is
(is(copula,item_1325,HELPING VERBS,produces; doesn't produce,,is,is
lig(dom(,item_1326,HELPING VERBS,produces; doesn't produce,,lig(dom(,lemme
lemme,item_1327,HELPING VERBS,produces; doesn't produce,,lemme_letme,lemme
ná,item_1328,HELPING VERBS,produces; doesn't produce,,ná,dont
dont,item_1329,HELPING VERBS,produces; doesn't produce,,dont,dont
ní(hea),item_1330,HELPING VERBS,produces; doesn't produce,,ní(hea),not
not,item_1331,HELPING VERBS,produces; doesn't produce,,not,not
níl,item_1332,HELPING VERBS,produces; doesn't produce,,níl,Isn’t
isn,item_1333,HELPING VERBS,produces; doesn't produce,,isn_t,Isn’t
níor,item_1334,HELPING VERBS,produces; doesn't produce,,níor,didn't
didn,item_1335,HELPING VERBS,produces; doesn't produce,,didn_t,didn't
raibh,item_1336,HELPING VERBS,produces; doesn't produce,,maith agat ,thank you
tá,item_1337,HELPING VERBS,produces; doesn't produce,,tá,Yes
teastaigh,item_1338,HELPING VERBS,produces; doesn't produce,,teastaigh,wanna
wanna,item_1339,HELPING VERBS,produces; doesn't produce,,wanna_wantto,wanna
ach,item_1340,CONNECTING WORDS ,produces; doesn't produce,,ach,but
but,item_1341,CONNECTING WORDS ,produces; doesn't produce,,but,but
agus,item_1342,CONNECTING WORDS ,produces; doesn't produce,,agus_is_leis,and
and,item_1343,CONNECTING WORDS ,produces; doesn't produce,,and,and
ansin,item_1344,CONNECTING WORDS ,produces; doesn't produce,,ansin,then
then,item_1345,CONNECTING WORDS ,produces; doesn't produce,,then,then
chomh,item_1346,CONNECTING WORDS ,produces; doesn't produce,,chomh,as
aso,item_1347,CONNECTING WORDS ,produces; doesn't produce,,so,so
dá,item_1348,CONNECTING WORDS ,produces; doesn't produce,,if,if
if,item_1349,CONNECTING WORDS ,produces; doesn't produce,,if,if
mar,item_1350,CONNECTING WORDS ,produces; doesn't produce,,because,because
because,item_1351,CONNECTING WORDS ,produces; doesn't produce,,because,because
huair,item_1352,CONNECTING WORDS ,produces; doesn't produce,,when,when
when,item_1353,CONNECTING WORDS ,produces; doesn't produce,,when,when
